Nom,Adresse,Téléphone,Site Web,Note,Nombre d'avis,Type,Horaires,Heure de scraping
Coutume Babylone | Torréfacteur | Coffee shop | Brunch,"47 Rue de Babylone, 75007 Paris, France",+33 9 88 40 47 99,coutumecafe.com,"4,3",(2 172),,,2025-08-15 11:44:55
